STT,CMND,DOTTHI,MADOTTHI,NGAYTHI,NAMTHI,MAMONTHI,TENMONTHI,DIEM,THANGDIEM,MADVTCTDL,TENDVTCTDL
39163,TS_16680,2,DOT2,17/05/2025,2025,VA_VS,Ngữ văn - VSAT,"101,5",150,SPD,Trường Đại học Đồng Tháp
39164,TS_16680,2,DOT2,17/05/2025,2025,HO_VS,Hóa học - VSAT,82,150,SPD,Trường Đại học Đồng Tháp
39170,TS_16680,4,257,30/06/2025,2025,LI_VS,Vật lí - VSAT,"82,5",150,DMS,Trường Đại học Tài chính - Marketing
39171,TS_16680,4,257,30/06/2025,2025,TO_VS,Toán - VSAT,98,150,DMS,Trường Đại học Tài chính - Marketing
39172,TS_16680,4,257,30/06/2025,2025,VA_VS,Ngữ văn - VSAT,103,150,DMS,Trường Đại học Tài chính - Marketing
39173,TS_16680,4,257,30/06/2025,2025,HO_VS,Hóa học - VSAT,100,150,DMS,Trường Đại học Tài chính - Marketing
39175,TS_16680,4,25-4,07/06/2025,2025,LI_VS,Vật lí - VSAT,"78,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
39176,TS_16680,4,25-4,07/06/2025,2025,VA_VS,Ngữ văn - VSAT,"82,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
39177,TS_16680,4,25-4,07/06/2025,2025,HO_VS,Hóa học - VSAT,97,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
39188,TS_16689,4,HUBSA254,01/06/2025,2025,M3,Hoá,75,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39189,TS_16689,4,HUBSA254,01/06/2025,2025,M2,Vật lý,"89,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39190,TS_16689,4,HUBSA254,01/06/2025,2025,M1,Toán,82,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39213,TS_16702,2,HUBSA252,20/04/2025,2025,M8,Tiếng Anh,110,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39214,TS_16702,2,HUBSA252,20/04/2025,2025,M1,Toán,"95,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39215,TS_16702,2,HUBSA252,20/04/2025,2025,M2,Vật lý,"79,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39217,TS_16702,4,HUBSA254,01/06/2025,2025,M8,Tiếng Anh,102,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39218,TS_16702,4,HUBSA254,01/06/2025,2025,M2,Vật lý,"86,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39219,TS_16702,4,HUBSA254,01/06/2025,2025,M1,Toán,91,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39222,TS_16704,2,HUBSA252,20/04/2025,2025,M7,Địa lý,"99,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39223,TS_16704,2,HUBSA252,20/04/2025,2025,M2,Vật lý,"73,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39224,TS_16704,2,HUBSA252,20/04/2025,2025,M1,Toán,"112,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39226,TS_16704,4,HUBSA254,01/06/2025,2025,M2,Vật lý,69,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39227,TS_16704,4,HUBSA254,01/06/2025,2025,M1,Toán,112,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39228,TS_16704,4,HUBSA254,01/06/2025,2025,M7,Địa lý,100,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39235,TS_16709,4,254,11/05/2025,2025,VA_VS,Ngữ văn - VSAT,100,150,SGD,Trường Đại học Sài Gòn
39236,TS_16709,4,254,11/05/2025,2025,TO_VS,Toán - VSAT,"92,5",150,SGD,Trường Đại học Sài Gòn
39237,TS_16709,4,254,11/05/2025,2025,N1_VS,Tiếng Anh - VSAT,"115,5",150,SGD,Trường Đại học Sài Gòn
39238,TS_16709,3,255,24/05/2025,2025,VA_VS,Ngữ văn - VSAT,"124,5",150,DMS,Trường Đại học Tài chính - Marketing
39239,TS_16709,3,255,24/05/2025,2025,N1_VS,Tiếng Anh - VSAT,101,150,DMS,Trường Đại học Tài chính - Marketing
39240,TS_16709,3,255,24/05/2025,2025,TO_VS,Toán - VSAT,117,150,DMS,Trường Đại học Tài chính - Marketing
39281,TS_16728,5,HUBSA255,29/06/2025,2025,M3,Hoá,57,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39282,TS_16728,5,HUBSA255,29/06/2025,2025,M1,Toán,89,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39283,TS_16728,5,HUBSA255,29/06/2025,2025,M2,Vật lý,"95,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39286,TS_16730,6,CTU256,17/07/2025,2025,N1_VS,Tiếng Anh - VSAT,70,150,TCT,Trường Đại học Cần Thơ
39287,TS_16730,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,121,150,TCT,Trường Đại học Cần Thơ
39288,TS_16730,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,"91,5",150,TCT,Trường Đại học Cần Thơ
39290,TS_16731,4,257,30/06/2025,2025,N1_VS,Tiếng Anh - VSAT,97,150,DMS,Trường Đại học Tài chính - Marketing
39291,TS_16731,4,257,30/06/2025,2025,LI_VS,Vật lí - VSAT,"96,5",150,DMS,Trường Đại học Tài chính - Marketing
39292,TS_16731,4,256,29/06/2025,2025,TO_VS,Toán - VSAT,"125,5",150,DMS,Trường Đại học Tài chính - Marketing
39316,TS_16737,3,25-3,17/05/2025,2025,N1_VS,Tiếng Anh - VSAT,79,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
39317,TS_16737,3,25-3,17/05/2025,2025,VA_VS,Ngữ văn - VSAT,114,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
39318,TS_16737,3,25-3,17/05/2025,2025,TO_VS,Toán - VSAT,86,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
39324,TS_16742,5,CTU255,06/06/2025,2025,VA_VS,Ngữ văn - VSAT,"117,5",150,TCT,Trường Đại học Cần Thơ
39325,TS_16742,6,CTU256,17/07/2025,2025,DI_VS,Địa lí _ VSAT,"88,5",150,TCT,Trường Đại học Cần Thơ
39326,TS_16742,5,CTU255,06/06/2025,2025,DI_VS,Địa lí - VSAT,"79,5",150,TCT,Trường Đại học Cần Thơ
39327,TS_16742,5,CTU255,06/06/2025,2025,SU_VS,Lịch sử - VSAT,109,150,TCT,Trường Đại học Cần Thơ
39328,TS_16742,6,CTU256,17/07/2025,2025,SU_VS,Lịch sử - VSAT,75,150,TCT,Trường Đại học Cần Thơ
39330,TS_16744,4,CTU254,23/05/2025,2025,TO_VS,Toán - VSAT,80,150,TCT,Trường Đại học Cần Thơ
39331,TS_16744,5,CTU255,06/06/2025,2025,VA_VS,Ngữ văn - VSAT,"96,5",150,TCT,Trường Đại học Cần Thơ
39332,TS_16744,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,"123,5",150,TCT,Trường Đại học Cần Thơ
39333,TS_16744,5,CTU255,06/06/2025,2025,SU_VS,Lịch sử - VSAT,"117,5",150,TCT,Trường Đại học Cần Thơ
39334,TS_16744,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,"105,5",150,TCT,Trường Đại học Cần Thơ
39335,TS_16744,6,CTU256,17/07/2025,2025,SU_VS,Lịch sử - VSAT,120,150,TCT,Trường Đại học Cần Thơ
39336,TS_16744,5,CTU255,06/06/2025,2025,TO_VS,Toán - VSAT,"110,5",150,TCT,Trường Đại học Cần Thơ
39337,TS_16744,4,CTU254,23/05/2025,2025,HO_VS,Hóa học - VSAT,"58,5",150,TCT,Trường Đại học Cần Thơ
39360,TS_16753,2,253,11/05/2025,2025,N1_VS,Tiếng Anh - VSAT,70,150,DMS,Trường Đại học Tài chính - Marketing
39361,TS_16753,1,251,12/04/2025,2025,VA_VS,Ngữ văn - VSAT,105,150,DMS,Trường Đại học Tài chính - Marketing
39362,TS_16753,2,253,11/05/2025,2025,VA_VS,Ngữ văn - VSAT,104,150,DMS,Trường Đại học Tài chính - Marketing
39363,TS_16753,2,253,11/05/2025,2025,TO_VS,Toán - VSAT,"93,5",150,DMS,Trường Đại học Tài chính - Marketing
39364,TS_16753,1,251,12/04/2025,2025,TO_VS,Toán - VSAT,88,150,DMS,Trường Đại học Tài chính - Marketing
39365,TS_16753,1,251,12/04/2025,2025,SU_VS,Lịch sử - VSAT,"64,5",150,DMS,Trường Đại học Tài chính - Marketing
39366,TS_16753,1,251,12/04/2025,2025,DI_VS,Địa lí - VSAT,69,150,DMS,Trường Đại học Tài chính - Marketing
39367,TS_16753,1,251,12/04/2025,2025,N1_VS,Tiếng Anh - VSAT,"91,5",150,DMS,Trường Đại học Tài chính - Marketing
39377,TS_16761,4,DOT4,05/07/2025,2025,VA_VS,Ngữ văn - VSAT,"118,5",150,SPD,Trường Đại học Đồng Tháp
39378,TS_16761,4,DOT4,05/07/2025,2025,TO_VS,Toán - VSAT,"97,5",150,SPD,Trường Đại học Đồng Tháp
39379,TS_16761,4,DOT4,05/07/2025,2025,LI_VS,Vật lí - VSAT,"105,5",150,SPD,Trường Đại học Đồng Tháp
39380,TS_16761,3,DOT3,07/06/2025,2025,TO_VS,Toán - VSAT,"101,5",150,SPD,Trường Đại học Đồng Tháp
39381,TS_16761,3,DOT3,07/06/2025,2025,VA_VS,Ngữ văn - VSAT,"124,5",150,SPD,Trường Đại học Đồng Tháp
39382,TS_16761,3,DOT3,07/06/2025,2025,LI_VS,Vật lí - VSAT,95,150,SPD,Trường Đại học Đồng Tháp
39398,TS_16769,2,252,13/04/2025,2025,LI_VS,Vật lí - VSAT,66,150,SGD,Trường Đại học Sài Gòn
39399,TS_16769,2,252,13/04/2025,2025,TO_VS,Toán - VSAT,"90,5",150,SGD,Trường Đại học Sài Gòn
39400,TS_16769,2,252,13/04/2025,2025,HO_VS,Hóa học - VSAT,"44,5",150,SGD,Trường Đại học Sài Gòn
39407,TS_16771,2,252,13/04/2025,2025,LI_VS,Vật lí - VSAT,"83,5",150,SGD,Trường Đại học Sài Gòn
39408,TS_16771,3,253,10/05/2025,2025,HO_VS,Hóa học - VSAT,91,150,SGD,Trường Đại học Sài Gòn
39409,TS_16771,2,252,13/04/2025,2025,TO_VS,Toán - VSAT,"109,5",150,SGD,Trường Đại học Sài Gòn
39410,TS_16771,1,251,06/04/2025,2025,HO_VS,Hóa học - VSAT,"84,5",150,SGD,Trường Đại học Sài Gòn
39416,TS_16771,4,254,11/05/2025,2025,LI_VS,Vật lí - VSAT,77,150,SGD,Trường Đại học Sài Gòn
39417,TS_16771,4,254,11/05/2025,2025,TO_VS,Toán - VSAT,108,150,SGD,Trường Đại học Sài Gòn
39461,TS_16793,4,CTU254,23/05/2025,2025,TO_VS,Toán - VSAT,114,150,TCT,Trường Đại học Cần Thơ
39463,TS_16793,5,CTU255,06/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"84,5",150,TCT,Trường Đại học Cần Thơ
39464,TS_16793,5,CTU255,06/06/2025,2025,LI_VS,Vật lí - VSAT,86,150,TCT,Trường Đại học Cần Thơ
39465,TS_16793,4,CTU254,23/05/2025,2025,N1_VS,Tiếng Anh - VSAT,"61,5",150,TCT,Trường Đại học Cần Thơ
39466,TS_16793,4,CTU254,23/05/2025,2025,LI_VS,Vật lí - VSAT,"73,5",150,TCT,Trường Đại học Cần Thơ
39468,TS_16795,4,25-4,07/06/2025,2025,TO_VS,Toán - VSAT,"61,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
39469,TS_16795,4,25-4,07/06/2025,2025,VA_VS,Ngữ văn - VSAT,"106,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
39470,TS_16795,4,25-4,07/06/2025,2025,N1_VS,Tiếng Anh - VSAT,80,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
39489,TS_16803,6,CTU256,17/07/2025,2025,N1_VS,Tiếng Anh - VSAT,65,150,TCT,Trường Đại học Cần Thơ
39491,TS_16803,6,CTU256,17/07/2025,2025,LI_VS,Vật lí - VSAT,"93,5",150,TCT,Trường Đại học Cần Thơ
39492,TS_16803,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,"106,5",150,TCT,Trường Đại học Cần Thơ
39532,TS_16827,5,HUBSA255,29/06/2025,2025,M3,Hoá,64,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39533,TS_16827,5,HUBSA255,29/06/2025,2025,M1,Toán,"96,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39534,TS_16827,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,117,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39552,TS_16842,2,HUBSA252,20/04/2025,2025,M1,Toán,"75,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39553,TS_16842,2,HUBSA252,20/04/2025,2025,M6,Lịch sử,104,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39554,TS_16842,2,HUBSA252,20/04/2025,2025,M8,Tiếng Anh,"72,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39556,TS_16842,5,HUBSA255,29/06/2025,2025,M1,Toán,95,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39557,TS_16842,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,"84,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39558,TS_16842,5,HUBSA255,29/06/2025,2025,M6,Lịch sử,"123,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39570,TS_16851,6,CTU256,17/07/2025,2025,N1_VS,Tiếng Anh - VSAT,117,150,TCT,Trường Đại học Cần Thơ
39571,TS_16851,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,"124,5",150,TCT,Trường Đại học Cần Thơ
39572,TS_16851,6,CTU256,17/07/2025,2025,SU_VS,Lịch sử - VSAT,120,150,TCT,Trường Đại học Cần Thơ
39619,TS_16877,4,256,29/06/2025,2025,VA_VS,Ngữ văn - VSAT,107,150,DMS,Trường Đại học Tài chính - Marketing
39620,TS_16877,3,255,24/05/2025,2025,N1_VS,Tiếng Anh - VSAT,"53,5",150,DMS,Trường Đại học Tài chính - Marketing
39621,TS_16877,3,255,24/05/2025,2025,TO_VS,Toán - VSAT,"55,5",150,DMS,Trường Đại học Tài chính - Marketing
39622,TS_16877,4,256,29/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"73,5",150,DMS,Trường Đại học Tài chính - Marketing
39623,TS_16877,4,256,29/06/2025,2025,TO_VS,Toán - VSAT,"76,5",150,DMS,Trường Đại học Tài chính - Marketing
39624,TS_16877,3,255,24/05/2025,2025,VA_VS,Ngữ văn - VSAT,103,150,DMS,Trường Đại học Tài chính - Marketing
39633,TS_16881,6,CTU256,17/07/2025,2025,LI_VS,Vật lí - VSAT,108,150,TCT,Trường Đại học Cần Thơ
39634,TS_16881,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,"110,5",150,TCT,Trường Đại học Cần Thơ
39635,TS_16881,6,CTU256,17/07/2025,2025,HO_VS,Hóa học - VSAT,116,150,TCT,Trường Đại học Cần Thơ
39642,TS_16883,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,123,150,TCT,Trường Đại học Cần Thơ
39643,TS_16883,6,CTU256,17/07/2025,2025,HO_VS,Hóa học - VSAT,130,150,TCT,Trường Đại học Cần Thơ
39644,TS_16883,6,CTU256,17/07/2025,2025,SI_VS,Sinh học - VSAT,103,150,TCT,Trường Đại học Cần Thơ
39659,TS_16891,2,CTU252,12/04/2025,2025,TO_VS,Toán - VSAT,112,150,TCT,Trường Đại học Cần Thơ
39662,TS_16891,3,CTU253,26/04/2025,2025,N1_VS,Tiếng Anh - VSAT,105,150,TCT,Trường Đại học Cần Thơ
39663,TS_16891,3,CTU253,26/04/2025,2025,LI_VS,Vật lí - VSAT,"81,5",150,TCT,Trường Đại học Cần Thơ
39664,TS_16891,5,CTU255,06/06/2025,2025,LI_VS,Vật lí - VSAT,91,150,TCT,Trường Đại học Cần Thơ
39665,TS_16891,2,CTU252,12/04/2025,2025,N1_VS,Tiếng Anh - VSAT,"108,5",150,TCT,Trường Đại học Cần Thơ
39666,TS_16891,2,CTU252,12/04/2025,2025,LI_VS,Vật lí - VSAT,"72,5",150,TCT,Trường Đại học Cần Thơ
39675,TS_16897,4,DOT4,05/07/2025,2025,VA_VS,Ngữ văn - VSAT,121,150,SPD,Trường Đại học Đồng Tháp
39676,TS_16897,4,DOT4,05/07/2025,2025,TO_VS,Toán - VSAT,86,150,SPD,Trường Đại học Đồng Tháp
39677,TS_16897,4,DOT4,05/07/2025,2025,LI_VS,Vật lí - VSAT,"71,5",150,SPD,Trường Đại học Đồng Tháp
39678,TS_16897,3,DOT3,07/06/2025,2025,VA_VS,Ngữ văn - VSAT,"98,5",150,SPD,Trường Đại học Đồng Tháp
39679,TS_16897,2,DOT2,17/05/2025,2025,LI_VS,Vật lí - VSAT,"55,5",150,SPD,Trường Đại học Đồng Tháp
39680,TS_16897,3,DOT3,07/06/2025,2025,LI_VS,Vật lí - VSAT,"94,5",150,SPD,Trường Đại học Đồng Tháp
39714,TS_16913,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,"118,5",150,TCT,Trường Đại học Cần Thơ
39715,TS_16913,6,CTU256,17/07/2025,2025,HO_VS,Hóa học - VSAT,"39,5",150,TCT,Trường Đại học Cần Thơ
39716,TS_16913,6,CTU256,17/07/2025,2025,N1_VS,Tiếng Anh - VSAT,"55,5",150,TCT,Trường Đại học Cần Thơ
39721,TS_16917,3,253,10/05/2025,2025,VA_VS,Ngữ văn - VSAT,110,150,SGD,Trường Đại học Sài Gòn
39722,TS_16917,3,253,10/05/2025,2025,N1_VS,Tiếng Anh - VSAT,109,150,SGD,Trường Đại học Sài Gòn
39723,TS_16917,3,253,10/05/2025,2025,SU_VS,Lịch sử - VSAT,94,150,SGD,Trường Đại học Sài Gòn
39728,TS_16918,3,HUBSA253,18/05/2025,2025,M8,Tiếng Anh,111,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39729,TS_16918,3,HUBSA253,18/05/2025,2025,M1,Toán,"109,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39730,TS_16918,3,HUBSA253,18/05/2025,2025,M6,Lịch sử,"118,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39732,TS_16918,4,25-4,07/06/2025,2025,VA_VS,Ngữ văn - VSAT,130,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
39738,TS_16921,4,257,30/06/2025,2025,N1_VS,Tiếng Anh - VSAT,98,150,DMS,Trường Đại học Tài chính - Marketing
39739,TS_16921,4,257,30/06/2025,2025,LI_VS,Vật lí - VSAT,105,150,DMS,Trường Đại học Tài chính - Marketing
39740,TS_16921,4,256,29/06/2025,2025,TO_VS,Toán - VSAT,138,150,DMS,Trường Đại học Tài chính - Marketing
39743,TS_16923,5,CTU255,06/06/2025,2025,VA_VS,Ngữ văn - VSAT,97,150,TCT,Trường Đại học Cần Thơ
39744,TS_16923,5,CTU255,06/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"108,5",150,TCT,Trường Đại học Cần Thơ
39745,TS_16923,5,CTU255,06/06/2025,2025,TO_VS,Toán - VSAT,93,150,TCT,Trường Đại học Cần Thơ
39784,TS_16944,3,255,24/05/2025,2025,TO_VS,Toán - VSAT,"104,5",150,DMS,Trường Đại học Tài chính - Marketing
39785,TS_16944,3,255,24/05/2025,2025,VA_VS,Ngữ văn - VSAT,"108,5",150,DMS,Trường Đại học Tài chính - Marketing
39786,TS_16944,3,255,24/05/2025,2025,N1_VS,Tiếng Anh - VSAT,"83,5",150,DMS,Trường Đại học Tài chính - Marketing
39793,TS_16947,2,252,13/04/2025,2025,TO_VS,Toán - VSAT,"53,5",150,SGD,Trường Đại học Sài Gòn
39794,TS_16947,2,252,13/04/2025,2025,N1_VS,Tiếng Anh - VSAT,114,150,SGD,Trường Đại học Sài Gòn
39795,TS_16947,2,252,13/04/2025,2025,SU_VS,Lịch sử - VSAT,"92,5",150,SGD,Trường Đại học Sài Gòn
39796,TS_16947,2,252,13/04/2025,2025,VA_VS,Ngữ văn - VSAT,113,150,SGD,Trường Đại học Sài Gòn
39798,TS_16947,5,HUBSA255,29/06/2025,2025,M6,Lịch sử,"74,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39799,TS_16947,5,HUBSA255,29/06/2025,2025,M1,Toán,"61,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39800,TS_16947,5,HUBSA255,29/06/2025,2025,M7,Địa lý,80,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39826,TS_16968,2,DOT2,17/05/2025,2025,TO_VS,Toán - VSAT,"82,5",150,SPD,Trường Đại học Đồng Tháp
39827,TS_16968,2,DOT2,17/05/2025,2025,LI_VS,Vật lí - VSAT,81,150,SPD,Trường Đại học Đồng Tháp
39828,TS_16968,2,DOT2,17/05/2025,2025,HO_VS,Hóa học - VSAT,69,150,SPD,Trường Đại học Đồng Tháp
39853,TS_16984,3,HUBSA253,18/05/2025,2025,M3,Hoá,116,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39854,TS_16984,3,HUBSA253,18/05/2025,2025,M1,Toán,120,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39855,TS_16984,3,HUBSA253,18/05/2025,2025,M2,Vật lý,"110,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39856,TS_16984,4,HUBSA254,01/06/2025,2025,M3,Hoá,"104,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39857,TS_16984,4,HUBSA254,01/06/2025,2025,M2,Vật lý,110,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39858,TS_16984,4,HUBSA254,01/06/2025,2025,M1,Toán,117,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39889,TS_17005,3,253,10/05/2025,2025,N1_VS,Tiếng Anh - VSAT,"87,5",150,SGD,Trường Đại học Sài Gòn
39890,TS_17005,3,253,10/05/2025,2025,TO_VS,Toán - VSAT,"67,5",150,SGD,Trường Đại học Sài Gòn
39891,TS_17005,3,253,10/05/2025,2025,HO_VS,Hóa học - VSAT,"45,5",150,SGD,Trường Đại học Sài Gòn
39894,TS_17005,5,HUBSA255,29/06/2025,2025,M3,Hoá,48,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39895,TS_17005,5,HUBSA255,29/06/2025,2025,M1,Toán,69,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39896,TS_17005,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,70,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39897,TS_17005,4,254,11/05/2025,2025,TO_VS,Toán - VSAT,"49,5",150,SGD,Trường Đại học Sài Gòn
39898,TS_17005,3,255,24/05/2025,2025,TO_VS,Toán - VSAT,64,150,DMS,Trường Đại học Tài chính - Marketing
39899,TS_17005,3,255,24/05/2025,2025,N1_VS,Tiếng Anh - VSAT,98,150,DMS,Trường Đại học Tài chính - Marketing
39900,TS_17005,3,255,24/05/2025,2025,HO_VS,Hóa học - VSAT,"69,5",150,DMS,Trường Đại học Tài chính - Marketing
39901,TS_17005,4,254,11/05/2025,2025,N1_VS,Tiếng Anh - VSAT,"86,5",150,SGD,Trường Đại học Sài Gòn
39902,TS_17005,4,254,11/05/2025,2025,HO_VS,Hóa học - VSAT,74,150,SGD,Trường Đại học Sài Gòn
39906,TS_17007,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,102,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39907,TS_17007,5,HUBSA255,29/06/2025,2025,M2,Vật lý,"105,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39908,TS_17007,5,HUBSA255,29/06/2025,2025,M6,Lịch sử,"102,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39909,TS_17007,5,HUBSA255,29/06/2025,2025,M1,Toán,"65,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39918,TS_17012,4,CTU254,23/05/2025,2025,TO_VS,Toán - VSAT,82,150,TCT,Trường Đại học Cần Thơ
39919,TS_17012,2,CTU252,12/04/2025,2025,SI_VS,Sinh học - VSAT,115,150,TCT,Trường Đại học Cần Thơ
39920,TS_17012,5,CTU255,06/06/2025,2025,SI_VS,Sinh học - VSAT,"74,5",150,TCT,Trường Đại học Cần Thơ
39921,TS_17012,6,CTU256,17/07/2025,2025,HO_VS,Hóa học - VSAT,106,150,TCT,Trường Đại học Cần Thơ
39922,TS_17012,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,106,150,TCT,Trường Đại học Cần Thơ
39923,TS_17012,6,CTU256,17/07/2025,2025,SI_VS,Sinh học - VSAT,103,150,TCT,Trường Đại học Cần Thơ
39924,TS_17012,5,CTU255,06/06/2025,2025,HO_VS,Hóa học - VSAT,"90,5",150,TCT,Trường Đại học Cần Thơ
39925,TS_17012,5,CTU255,06/06/2025,2025,TO_VS,Toán - VSAT,93,150,TCT,Trường Đại học Cần Thơ
39926,TS_17012,4,CTU254,23/05/2025,2025,SI_VS,Sinh học - VSAT,92,150,TCT,Trường Đại học Cần Thơ
39927,TS_17012,4,CTU254,23/05/2025,2025,HO_VS,Hóa học - VSAT,118,150,TCT,Trường Đại học Cần Thơ
39953,TS_17024,5,HUBSA255,29/06/2025,2025,M1,Toán,68,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39954,TS_17024,5,HUBSA255,29/06/2025,2025,M6,Lịch sử,"87,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39955,TS_17024,5,HUBSA255,29/06/2025,2025,M7,Địa lý,"93,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39956,TS_17024,3,HUBSA253,18/05/2025,2025,M1,Toán,"67,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39957,TS_17024,3,HUBSA253,18/05/2025,2025,M6,Lịch sử,102,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39958,TS_17024,3,HUBSA253,18/05/2025,2025,M7,Địa lý,71,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39959,TS_17025,3,HUBSA253,18/05/2025,2025,M8,Tiếng Anh,118,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39960,TS_17025,3,HUBSA253,18/05/2025,2025,M1,Toán,"86,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39961,TS_17025,3,HUBSA253,18/05/2025,2025,M3,Hoá,"89,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39963,TS_17025,5,HUBSA255,29/06/2025,2025,M3,Hoá,"93,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
39964,TS_17025,5,HUBSA255,29/06/2025,2025,M1,Toán,103,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
